title,url,content,clean_text,clean_text_nostop,sentiment_score,sentiment_label
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Bank BNI, Bank BRI, BTN, BSI, Mandiri, dan Bank Daerah;Saudara-saudara sekalian, Komisioner Badan Pengelola Tabungan Perumahan Rakyat Saudara Heru Nugroho, Pimpinan Perusahaan Swasta dan para Pimpinan Asosiasi Pengembang Perumahan, Ketua Umum DPP REI Saudara Joko Suranto, Ketua Umum APERSI Saudara Dedi Indra Setiawan, Saudara HIMPERRA Saudara Ari Tri Priyono; Ketum ASPRUMNAS Saudara Syawali Pratna, Ketum APERNAS Saudara Zulfakar;Saudara-saudara sekalian para peserta akad massal dan penerima kunci yang hadir melaluivideo conferencedi seluruh Indonesia yang saya hormat;Hadir juga Ibu-ibu Permodalan Nasional Madani Mekaar, serta seluruh hadirin undangan dan rekan-rekan pers yang hadir.",bank bni bank bri btn bsi mandiri dan bank daerah saudara saudara sekalian komisioner badan pengelola tabungan perumahan rakyat saudara heru nugroho pimpinan perusahaan swasta dan para pimpinan asosiasi pengembang perumahan ketua umum dpp rei saudara joko suranto ketua umum apersi saudara dedi indra setiawan saudara himperra saudara ari tri priyono ketum asprumnas saudara syawali pratna ketum apernas saudara zulfakar saudara saudara sekalian para peserta akad massal dan penerima kunci yang hadir melaluivideo conferencedi seluruh indonesia yang saya hormat hadir juga ibu ibu permodalan nasional madani mekaar serta seluruh hadirin undangan dan rekan rekan pers yang hadir,bank bni bank bri btn bsi mandiri bank daerah saudara saudara sekalian komisioner badan pengelola tabungan perumahan rakyat saudara heru nugroho pimpinan perusahaan swasta pimpinan asosiasi pengembang perumahan ketua umum dpp rei saudara joko suranto ketua umum apersi saudara dedi indra setiawan saudara himperra saudara ari tri priyono ketum asprumnas saudara syawali pratna ketum apernas saudara zulfakar saudara saudara sekalian para peserta akad massal penerima kunci hadir melaluivideo conferencedi seluruh indonesia saya hormat hadir ibu ibu permodalan nasional madani mekaar seluruh hadirin undangan rekan rekan pers hadir,-26,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Pers, kok, agak banyak hari ini?",pers kok agak banyak hari ini,pers kok banyak hari,-3,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Menunggu, menunggu berita.",menunggu menunggu berita,menunggu menunggu berita,-10,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Pertama-tama, sebagai insan yang bertakwa, marilah kita tidak henti-hentinya memanjatkan puji syukur ke hadirat Tuhan Mahabesar, Mahakuasa, atas segala karunia, kebaikan, berkah, dan kedamaian yang masih diberikan kepada kita.",pertama tama sebagai insan yang bertakwa marilah kita tidak henti hentinya memanjatkan puji syukur ke hadirat tuhan mahabesar mahakuasa atas segala karunia kebaikan berkah dan kedamaian yang masih diberikan kepada kita,pertama tama insan bertakwa marilah tidak henti hentinya memanjatkan puji syukur hadirat tuhan mahabesar mahakuasa atas segala karunia kebaikan berkah kedamaian masih diberikan kita,14,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Atas kesehatan dan napas yang masih diberikan kepada kita, sehingga kita bisa hadir di acara Akad Massal 62.000 Unit KPR Rumah Bersubsidi yang digelar secara serentak di 165 titik, tersebar di 372 Kabupaten/Kota di 36 provinsi seluruh Indonesia.",atas kesehatan dan napas yang masih diberikan kepada kita sehingga kita bisa hadir di acara akad massal unit kpr rumah bersubsidi yang digelar secara serentak di titik tersebar di kabupaten kota di provinsi seluruh indonesia,atas kesehatan napas masih diberikan kita kita hadir acara akad massal unit kpr rumah bersubsidi digelar serentak titik tersebar kabupaten kota provinsi seluruh indonesia,-9,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Adalah kehormatan dan kebahagiaan bagi saya untuk hadir dalam acara ini.,adalah kehormatan dan kebahagiaan bagi saya untuk hadir dalam acara ini,kehormatan kebahagiaan saya hadir acara,3,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Saya terutama bangga dan bahagia bahwa kita sebagai pemerintah dapat memberi kebahagiaan kepada 22.000 keluarga warga negara kita.,saya terutama bangga dan bahagia bahwa kita sebagai pemerintah dapat memberi kebahagiaan kepada keluarga warga negara kita,terutama bangga bahagia pemerintah memberi kebahagiaan keluarga warga negara kita,5,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Saudara-saudara,Kita menghendaki seluruh warga Indonesia bisa punya rumah yang layak.",saudara saudara kita menghendaki seluruh warga indonesia bisa punya rumah yang layak,saudara saudara menghendaki seluruh warga indonesia punya rumah layak,1,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Untuk itu, kita bekerja keras dengan berbagai program, dan kita terus merencanakan dan memikirkan cara-cara terbaik untuk melipatgandakan jumlah rumah yang bisa dinikmati oleh rakyat kita.",untuk itu kita bekerja keras dengan berbagai program dan kita terus merencanakan dan memikirkan cara cara terbaik untuk melipatgandakan jumlah rumah yang bisa dinikmati oleh rakyat kita,itu bekerja keras berbagai program terus merencanakan memikirkan cara cara terbaik melipatgandakan jumlah rumah bisa dinikmati rakyat kita,9,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Prestasi yang sudah kita capai sungguh signifikan, tapi kita menyadari bahwa masih lebih banyak lagi yang diperlukan oleh rakyat kita.",prestasi yang sudah kita capai sungguh signifikan tapi kita menyadari bahwa masih lebih banyak lagi yang diperlukan oleh rakyat kita,prestasi sudah capai sungguh signifikan menyadari masih lebih banyak yang diperlukan rakyat kita,-13,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita sekarang sedang, selain semua program yang sudah dilaksanakan oleh Kementerian Perumahan dan Saudara-saudara sekalian, semua dari pengembang dibantu oleh bank-bank tertentu, dibantu juga oleh swasta nasional seperti Pak James Riady dengan kelompoknya ya, ini yang kita maksud dengan IndonesiaIncorporated, yang besar membantu yang kecil, yang kecil bekerja keras untuk produktif, kita sadar bahwa apa yang sudah kita capai adalah cukup membanggakan, tapi kita sadar juga bahwa kebutuhannya masih sangat-sangat banyak.",kita sekarang sedang selain semua program yang sudah dilaksanakan oleh kementerian perumahan dan saudara saudara sekalian semua dari pengembang dibantu oleh bank bank tertentu dibantu juga oleh swasta nasional seperti pak james riady dengan kelompoknya ya ini yang kita maksud dengan indonesiaincorporated yang besar membantu yang kecil yang kecil bekerja keras untuk produktif kita sadar bahwa apa yang sudah kita capai adalah cukup membanggakan tapi kita sadar juga bahwa kebutuhannya masih sangat sangat banyak,sekarang sedang semua program sudah dilaksanakan kementerian perumahan saudara saudara sekalian semua pengembang dibantu bank bank tertentu dibantu oleh swasta nasional pak james riady kelompoknya ini maksud indonesiaincorporated besar membantu kecil kecil bekerja keras produktif sadar apa sudah kita capai cukup membanggakan kita sadar bahwa kebutuhannya sangat sangat banyak,-45,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Dan, kita sedang merencanakan, kita sedang mempelajari cara-cara yang lebih inovatif.",dan kita sedang merencanakan kita sedang mempelajari cara cara yang lebih inovatif,sedang merencanakan kita sedang mempelajari cara cara lebih inovatif,4,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita akan belajar dari pengalaman beberapa negara, ya.",kita akan belajar dari pengalaman beberapa negara ya,akan belajar pengalaman beberapa negara,5,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita, kalau bangsa kita mau bangkit, mau transformasi, kita tidak boleh malu untuk belajar dari siapa pun.",kita kalau bangsa kita mau bangkit mau transformasi kita tidak boleh malu untuk belajar dari siapa pun,kalau bangsa mau bangkit mau transformasi tidak malu belajar siapa,-15,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Saya tertarik ada pengalaman, sebagai contoh pengalaman bangsa India.",saya tertarik ada pengalaman sebagai contoh pengalaman bangsa india,tertarik pengalaman contoh pengalaman bangsa india,6,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Mereka mampu membuat rumah, 40 juta rumah dalam 12 tahun.",mereka mampu membuat rumah juta rumah dalam tahun,mampu membuat rumah juta rumah tahun,5,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Jadi, kira-kira tiga juta rumah setahun.",jadi kira kira tiga juta rumah setahun,jadi kira kira tiga juta rumah setahun,-1,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Ini saya sedang pelajari bagaimana caranya.,ini saya sedang pelajari bagaimana caranya,saya sedang pelajari bagaimana caranya,-3,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Ada teknik-teknik tertentu, dan ini bisa kita coba.",ada teknik teknik tertentu dan ini bisa kita coba,teknik teknik tertentu ini kita coba,-9,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Bisa kita coba cara-cara klasik, yang sudah benar kita teruskan.",bisa kita coba cara cara klasik yang sudah benar kita teruskan,coba cara cara klasik sudah benar kita teruskan,-4,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Tapi kita harus, menurut saya, bangsa Indonesia saya percaya dengan keberanian, keberanian berpikir, keberanian belajar dari orang lain, keberanian mengambil resiko, keberanian berbuat, keberanian mencari inovasi dan terobosan, mungkin kita bisa dapat hal-hal yang baik.",tapi kita harus menurut saya bangsa indonesia saya percaya dengan keberanian keberanian berpikir keberanian belajar dari orang lain keberanian mengambil resiko keberanian berbuat keberanian mencari inovasi dan terobosan mungkin kita bisa dapat hal hal yang baik,menurut bangsa indonesia percaya keberanian keberanian berpikir keberanian belajar orang keberanian mengambil resiko keberanian berbuat keberanian mencari inovasi terobosan mungkin kita bisa hal yang baik,3,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Jadi, selamat hari ini.",jadi selamat hari ini,jadi selamat hari,3,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Terima kasih semuanya yang bekerja keras.,terima kasih semuanya yang bekerja keras,terima kasih semuanya bekerja keras,-2,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Terima kasih Bank Indonesia juga mendukung, ya, semua Bank Himbara sekarang bersama Bank Indonesia, bersama semua unsur.",terima kasih bank indonesia juga mendukung ya semua bank himbara sekarang bersama bank indonesia bersama semua unsur,terima kasih bank indonesia mendukung semua bank himbara sekarang bersama bank indonesia bersama semua unsur,1,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita ini harus jadi satu, satu tim, satu kesebelasan.",kita ini harus jadi satu satu tim satu kesebelasan,ini jadi satu satu tim satu kesebelasan,-9,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Kuncinya adalah kerja sama.,kuncinya adalah kerja sama,kuncinya kerja sama,5,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita sekarang semuanya, semua adalah anak-anak Indonesia.",kita sekarang semuanya semua adalah anak anak indonesia,sekarang semuanya semua anak anak indonesia,-12,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita semuanya dalam satu, dalam satu keluarga besar, dalam satu kapal, kapal besar yang namanya NKRI, dengan kerja sama, dengan saling percaya, dengan saling mendukung, dengan saling mengisi, dengan saling memperkuat, kita akan mencapai hal-hal yang besar.",kita semuanya dalam satu dalam satu keluarga besar dalam satu kapal kapal besar yang namanya nkri dengan kerja sama dengan saling percaya dengan saling mendukung dengan saling mengisi dengan saling memperkuat kita akan mencapai hal hal yang besar,semuanya satu satu keluarga besar satu kapal kapal besar namanya nkri kerja sama saling percaya saling mendukung saling mengisi saling memperkuat akan mencapai hal besar,-9,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Jadi, Saudara-saudara, kita mengerti bahwa masalah perumahan adalah masalah yang sangat, sangat vital, sangat krusial, rakyat perlu perlindungan dari alam yang baik.",jadi saudara saudara kita mengerti bahwa masalah perumahan adalah masalah yang sangat sangat vital sangat krusial rakyat perlu perlindungan dari alam yang baik,jadi saudara saudara mengerti masalah perumahan masalah sangat sangat vital sangat krusial rakyat perlu perlindungan alam baik,-31,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Dan, saya percaya bahwa kita akan lebih, lebih deras, lebih cepat, dan lebih masif.",dan saya percaya bahwa kita akan lebih lebih deras lebih cepat dan lebih masif,saya percaya kita lebih lebih deras lebih cepat lebih masif,-6,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Bangsa kita adalah bangsa yang besar.,bangsa kita adalah bangsa yang besar,bangsa adalah bangsa besar,-2,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Jumlah penduduk kita besar.,jumlah penduduk kita besar,jumlah penduduk besar,-2,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Masalah-masalah yang kita hadapi adalah besar, kesulitan yang kita hadapi kesulitan besar, rintangan yang kita hadapi adalah rintangan yang besar, bukan rintangan kecil.",masalah masalah yang kita hadapi adalah besar kesulitan yang kita hadapi kesulitan besar rintangan yang kita hadapi adalah rintangan yang besar bukan rintangan kecil,masalah masalah kita hadapi besar kesulitan kita hadapi kesulitan besar rintangan kita hadapi rintangan besar bukan rintangan kecil,-30,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Kita paham itu.,kita paham itu,paham,0,netral
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Tapi, kita juga harus punya tekad yang besar, semangat yang besar, keberanian yang besar, kehendak belajar.",tapi kita juga harus punya tekad yang besar semangat yang besar keberanian yang besar kehendak belajar,kita harus punya tekad besar semangat besar keberanian besar kehendak belajar,-9,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Jangan takut untuk belajar, jangan takut untuk bertanya, jangan takut bahkan untuk minta nasihat.",jangan takut untuk belajar jangan takut untuk bertanya jangan takut bahkan untuk minta nasihat,jangan takut belajar jangan takut bertanya jangan takut bahkan minta nasihat,-22,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,Saya kirim tim-tim ke mana-mana.,saya kirim tim tim ke mana mana,kirim tim tim mana mana,-6,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Saya kirim tim ke Tiongkok, tim ke India, tim ke Mesir untuk lihat, untuk catat, untuk belajar.",saya kirim tim ke tiongkok tim ke india tim ke mesir untuk lihat untuk catat untuk belajar,kirim tim tiongkok tim india tim mesir lihat catat belajar,-4,negatif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Kita ambil yang terbaik dari bangsa-bangsa lain, ya.",kita ambil yang terbaik dari bangsa bangsa lain ya,ambil terbaik bangsa bangsa ya,4,positif
Sambutan Presiden pada Akad Massal 62.000 Unit KPR Rumah Subsidi dan KUR Perumahan Sebesar Rp880 Miliar,https://www.setneg.go.id/baca/index/sambutan_presiden_pada_akad_massal_62000_unit_kpr_rumah_subsidi_dan_kur_perumahan_sebesar_rp880_miliar,"Jadi itu, di bidang perumahan juga demikian.",jadi itu di bidang perumahan juga demikian,jadi di bidang perumahan demikian,-2,negatif
